days_between_payments_mean,days_between_payments_std,missed_payment_count,monthly_transaction_count,monthly_transaction_value,remittance_frequency,remittance_recency_days,airtime_topup_frequency,airtime_topup_avg_amount,weekend_activity_ratio,month_end_spike_ratio,account_longevity_months,default
18.67091268485055,6.259924948171951,0,10.892306582098437,15091.07363543719,3.896089142520162,26.106604385188987,6.57016678196841,187.4245406913392,0.37234455141743406,1.741733008472758,26.111825830089188,0
5.812252358073662,7.3275352626400085,0,14.635409534239777,9763.164310944881,2.5163135892424027,10.003663206781159,6.286572943056997,246.64367944136072,0.3350495576706584,1.761328903761033,10.691059597497764,0
21.48573685460707,6.155215156146759,3,24.89277868100489,13400.082848249924,3.029951583343207,36.596573193044236,7.771647070272591,283.97078358580416,0.4085623558826725,2.1488625955534744,13.099162794420625,0
11.533505268197047,5.6973945978875715,2,10.060920508373256,13442.585849901652,4.487650375518742,43.70709011313088,7.91301762662358,205.5363048787001,0.5833345784253419,2.189454018117858,42.75975506986714,0
12.725849378791345,3.913379931014079,1,21.438182061412935,16372.495511907191,1.088597333067232,5.458171067691261,7.404007068232346,362.0323608738877,0.32767268597369037,2.2701341899974348,14.627363548457364,0
17.88595304716335,17.503693101696488,4,19.57422663367042,18797.371405953512,0.32877991130573725,51.271911699553705,1.2429509245787629,88.57268763589992,0.115626632490907,0.9936851849349254,29.093132534822537,1
8.546108899568596,15.842477908323719,3,13.598111157660117,14245.16279545875,0.43337391645940837,30.38179392780293,1.3004299009098017,43.2376267543118,0.3676118548101246,1.1235455005336872,21.07663022227767,1
14.60615231532162,4.268389089862346,3,21.69131915109668,8058.513309043045,1.2305418800703878,11.961162940073304,5.136445358693171,279.5758519660827,0.5201921622991048,2.031459558749951,21.3744288291883,0
17.166463258335227,1.4516916423981283,3,13.625028957368984,6757.848976219158,3.083600582641318,49.692415262956374,6.328509691402315,334.5366481408198,0.5138495830965245,1.4930841203821097,18.38066631498003,0
11.102534434312595,2.0810383669449175,1,20.564108927547313,10589.597549719289,4.487404599362889,12.062449758536356,4.949439677775143,453.18709649065136,0.40984465516270124,1.274462921885193,41.346942457349364,0
11.775267093266937,2.9969549946384686,1,16.37034875958761,13961.766026972418,2.702367455075264,12.299372245142877,6.707962194985219,472.4622536932944,0.3565727411737198,1.4696362129211722,25.076839478957652,0
21.947452456983875,18.486661974845617,5,8.370714044432386,15620.0947135056,0.3651847030210672,77.00938342843897,1.6976482862002018,68.41414800024626,0.23133051011965292,1.1142170403270688,18.310117861328063,1
6.1604727943823105,2.0138311240070603,0,23.12423558137802,15551.592888083049,2.2980273133063056,5.155389818398771,3.9486149854793227,260.4617730580768,0.48750568134140426,1.6011978255390138,12.43446606710934,0
16.494558936330776,5.8646388146565505,0,16.125756374502313,19822.720736472584,4.671827981050006,35.86735407897487,4.557543744248347,451.9246918733566,0.592676609750011,1.2243911980090558,17.56196477089931,0
9.80180520341597,2.6618349627126827,1,23.007501652285413,7385.933026221161,4.7606546719169875,15.175922890536778,5.761672081705819,214.3038882275699,0.39235299767587273,1.684820042419743,38.758636490095114,0
15.870547217766546,2.657964852308349,2,19.864240655702364,10208.346950400533,3.3421520481652744,27.152778156668486,2.597747915129329,381.8758732953441,0.35804299039255355,2.1005703761718224,18.47350105542392,0
18.987461421919523,5.54299480704335,3,16.379405468363732,5217.352012921882,1.7109447652696401,27.518908548757747,3.665176115393921,,0.3509366314648795,1.9267501811253611,17.14632426322035,0
18.616239117719584,6.853067714174988,2,15.545688991064672,19555.20169465562,3.9600060626793976,23.701452641998856,4.249293540303429,472.38275685069164,0.3022089491558591,2.4064005442802556,44.585971750475316,0
20.829589702929884,4.362955461684043,0,14.298836519384864,7068.87362426871,2.545681218497418,36.15663523976374,6.518275992539248,142.98903739229831,0.36844659036836064,1.9706074345186124,44.325137053568184,0
7.024041885499086,5.471142200984624,0,19.023929714730095,10126.236150597279,1.6184104412100275,19.01433268369113,7.521605304033706,,0.5809249512289395,1.3543316339270892,32.04251726576125,0
